timestamp;range_ok;range_mes;first_peak_pwr;rx_pwr;cir_layout;cir;max_noise;std_noise
1623422767733240176;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[961, 937, 886, 909];[-84398, -86527, -83177, -83990];[-80927, -82844, -80831, -80819];[];[];[506, 442, 464, 554];[24, 28, 20, 28]
1623422767783633810;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[956, 938, 884, 912];[-82997, -87396, -82617, -83569];[-80488, -83205, -80409, -80721];[];[];[547, 360, 488, 527];[24, 24, 20, 24]
1623422767834692409;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 936, 885, 911];[-84662, -86360, -83315, -82719];[-81190, -82629, -80412, -80154];[];[];[477, 343, 550, 576];[24, 20, 24, 24]
1623422767882687489;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 938, 886, 915];[-83273, -86045, -83125, -83312];[-80518, -82459, -80518, -80577];[];[];[577, 343, 550, 530];[24, 20, 24, 24]
1623422767933629935;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 937, 887, 910];[-83157, -86521, -82165, -83587];[-80384, -82733, -80278, -80618];[];[];[524, 383, 575, 554];[24, 24, 24, 24]
1623422767984653237;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[960, 938, 887, 908];[-83588, -86725, -83888, -82549];[-80855, -82927, -81211, -80380];[];[];[447, 321, 499, 553];[20, 20, 24, 24]
1623422768032599919;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 937, 888, 910];[-83052, -85922, -83122, -83167];[-80499, -82535, -80935, -80529];[];[];[575, 346, 467, 554];[24, 20, 20, 24]
1623422768083551675;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 940, 886, 906];[-83173, -85766, -82633, -82548];[-80544, -82511, -80503, -80445];[];[];[527, 346, 569, 551];[24, 20, 24, 24]
1623422768134621115;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 939, 885, 912];[-83365, -86651, -83002, -83231];[-80626, -82953, -80529, -80702];[];[];[552, 358, 468, 606];[24, 24, 20, 28]
1623422768183228253;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 938, 888, 910];[-83106, -85869, -82304, -83015];[-80423, -82654, -80355, -80466];[];[];[447, 408, 575, 638];[20, 24, 24, 28]
1623422768233697728;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[960, 938, 885, 911];[-83757, -85974, -83118, -82728];[-80823, -82529, -80596, -80316];[];[];[528, 343, 639, 579];[24, 20, 28, 24]
1623422768285316174;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[956, 937, 886, 911];[-83125, -86846, -83820, -83229];[-80423, -83011, -81294, -80633];[];[];[531, 358, 505, 553];[24, 24, 24, 24]
1623422768332597572;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 939, 888, 909];[-82926, -86150, -82927, -82455];[-80463, -82482, -81013, -80302];[];[];[549, 323, 575, 670];[24, 20, 24, 28]
1623422768383594748;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 939, 885, 912];[-83083, -86250, -83618, -82704];[-80398, -82708, -80891, -80456];[];[];[574, 324, 422, 579];[24, 20, 20, 24]
1623422768434627513;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[962, 935, 887, 910];[-83381, -87529, -83021, -83407];[-80466, -83285, -80521, -80710];[];[];[447, 411, 547, 528];[20, 28, 24, 24]
1623422768483230947;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[960, 938, 885, 912];[-83020, -86394, -82451, -83640];[-80540, -82720, -80362, -80585];[];[];[465, 380, 576, 612];[20, 24, 24, 28]
1623422768533678915;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[956, 940, 884, 911];[-83861, -86134, -83050, -83905];[-80851, -82570, -80611, -80951];[];[];[502, 344, 554, 506];[24, 20, 24, 24]
1623422768584696393;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 939, 889, 911];[-83737, -86063, -82669, -83603];[-80706, -82511, -80618, -80760];[];[];[527, 409, 575, 613];[24, 24, 24, 28]
1623422768633253584;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 939, 887, 910];[-83055, -86232, -82761, -83186];[-80456, -82648, -80499, -80330];[];[];[488, 405, 578, 553];[20, 24, 24, 24]
1623422768683642478;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 938, 885, 911];[-84247, -87036, -83491, -82674];[-80903, -83097, -80935, -80330];[];[];[503, 361, 606, 579];[24, 24, 28, 24]
1623422768734601735;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 938, 886, 913];[-83084, -86099, -82827, -83204];[-80348, -82708, -80219, -80299];[];[];[485, 407, 576, 465];[20, 24, 24, 20]
1623422768783207836;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 939, 886, 911];[-83780, -86837, -82760, -82752];[-80687, -83051, -80664, -80463];[];[];[506, 365, 575, 578];[24, 24, 24, 24]
1623422768833623163;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 940, 887, 911];[-83180, -86885, -82831, -82712];[-80694, -83084, -80733, -80295];[];[];[550, 362, 485, 668];[24, 24, 20, 28]
1623422768884661307;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[956, 937, 889, 913];[-84350, -86517, -82754, -83169];[-81063, -82870, -80618, -80463];[];[];[429, 382, 576, 639];[20, 24, 24, 28]
1623422768933290482;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[960, 938, 887, 912];[-84270, -85809, -82581, -82991];[-80903, -82788, -80416, -80630];[];[];[478, 409, 501, 550];[24, 24, 20, 24]
1623422768981701328;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 937, 885, 911];[-83033, -85797, -82769, -82892];[-80570, -82594, -80687, -80630];[];[];[575, 407, 488, 469];[24, 24, 20, 20]
1623422769034890287;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[956, 937, 885, 909];[-83363, -86361, -83148, -84397];[-80547, -82788, -80737, -81021];[];[];[448, 385, 465, 479];[20, 24, 20, 24]
1623422769083951525;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 941, 886, 911];[-83384, -86731, -83145, -82539];[-80603, -82921, -80592, -80271];[];[];[466, 383, 552, 666];[20, 24, 24, 28]
1623422769133905454;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 937, 886, 912];[-83223, -85908, -83701, -83485];[-80355, -82500, -81013, -80481];[];[];[442, 407, 499, 638];[20, 24, 24, 28]
1623422769184602907;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 939, 886, 912];[-83499, -86280, -83817, -82532];[-80641, -82720, -81237, -80246];[];[];[553, 326, 505, 572];[24, 20, 24, 24]
1623422769232633394;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[960, 936, 887, 912];[-83833, -86184, -82432, -83100];[-80714, -82606, -80536, -80394];[];[];[529, 406, 598, 553];[24, 24, 24, 24]
1623422769283620264;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 939, 885, 913];[-83166, -86044, -83050, -83262];[-80292, -82624, -80671, -80536];[];[];[552, 409, 548, 524];[24, 24, 24, 24]
1623422769334646884;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 938, 888, 908];[-83027, -86167, -82931, -82444];[-80452, -82582, -80366, -80267];[];[];[666, 326, 549, 579];[28, 20, 24, 24]
1623422769382739686;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 935, 884, 910];[-84438, -85777, -82790, -83294];[-80980, -82529, -80592, -80642];[];[];[479, 402, 575, 637];[24, 24, 24, 28]
1623422769438255881;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 937, 887, 911];[-83647, -86138, -82982, -83279];[-80607, -82564, -80615, -80401];[];[];[550, 406, 548, 639];[24, 24, 24, 28]
1623422769484826227;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 940, 887, 911];[-83728, -86113, -82701, -83156];[-80694, -82505, -80555, -80185];[];[];[528, 466, 575, 579];[24, 28, 24, 24]
1623422769532642027;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 938, 886, 912];[-83619, -85952, -83477, -83050];[-80633, -82539, -81013, -80445];[];[];[551, 407, 509, 637];[24, 24, 24, 28]
1623422769583993858;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[956, 939, 884, 912];[-83236, -85839, -83603, -82536];[-80485, -82535, -81067, -80362];[];[];[550, 344, 422, 573];[24, 20, 20, 24]
1623422769634676678;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[956, 938, 886, 912];[-83762, -86538, -84002, -83136];[-80649, -82770, -81000, -80649];[];[];[442, 358, 503, 553];[20, 24, 24, 24]
1623422769682749673;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 939, 884, 910];[-83191, -86151, -82840, -84103];[-80698, -82517, -80463, -81063];[];[];[465, 324, 549, 483];[20, 20, 24, 24]
1623422769733652874;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 937, 886, 909];[-83137, -86218, -83228, -83012];[-80427, -82641, -80831, -80409];[];[];[549, 323, 525, 553];[24, 20, 24, 24]
1623422769784943882;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 938, 888, 910];[-83456, -86035, -82696, -83579];[-80514, -82523, -80607, -81017];[];[];[553, 404, 575, 502];[24, 24, 24, 24]
1623422769834000865;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[955, 938, 885, 908];[-83321, -85994, -82563, -83005];[-80573, -82612, -80236, -80615];[];[];[577, 403, 599, 639];[24, 24, 24, 28]
1623422769885004083;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[960, 939, 884, 908];[-83219, -86074, -83759, -83578];[-80456, -82629, -81113, -80855];[];[];[528, 405, 527, 637];[24, 24, 24, 28]
1623422769934976198;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 937, 886, 912];[-83187, -86015, -83154, -83404];[-80577, -82546, -80691, -80459];[];[];[480, 327, 636, 552];[20, 20, 28, 24]
1623422769983031688;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 940, 888, 908];[-84081, -85617, -82986, -82991];[-80875, -82564, -80687, -80452];[];[];[423, 362, 463, 666];[20, 20, 20, 28]
1623422770033974310;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 938, 887, 912];[-83357, -85916, -82246, -83200];[-80596, -82612, -80334, -80729];[];[];[555, 408, 577, 609];[24, 24, 24, 28]
1623422770084890885;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[956, 938, 887, 909];[-83336, -86205, -82693, -83451];[-80544, -82648, -80441, -80741];[];[];[443, 406, 574, 502];[20, 24, 24, 24]
1623422770133969337;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[960, 937, 887, 910];[-83058, -86985, -83194, -82774];[-80570, -82882, -80679, -80409];[];[];[550, 356, 443, 666];[24, 24, 20, 28]
1623422770183893569;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 938, 887, 911];[-83242, -86137, -83774, -83161];[-80607, -82624, -81100, -80510];[];[];[547, 403, 527, 449];[24, 24, 24, 20]
1623422770235049359;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 937, 883, 914];[-83303, -86958, -83910, -82771];[-80641, -83001, -81113, -80244];[];[];[525, 358, 505, 558];[24, 24, 24, 24]
1623422770283054069;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 938, 887, 912];[-83044, -87195, -83430, -83958];[-80452, -83151, -80996, -80891];[];[];[549, 357, 470, 557];[24, 24, 20, 28]
1623422770334027500;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 939, 887, 909];[-83831, -86147, -82675, -83127];[-80745, -82641, -80264, -80603];[];[];[501, 325, 575, 633];[24, 20, 24, 28]
1623422770384852299;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 934, 886, 909];[-83097, -87540, -82346, -84058];[-80503, -83267, -80434, -81029];[];[];[575, 306, 486, 479];[24, 20, 20, 24]
1623422770432948016;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[956, 937, 884, 911];[-83584, -86455, -83154, -83618];[-80737, -82770, -80562, -80799];[];[];[502, 329, 553, 508];[24, 20, 24, 24]
1623422770482054704;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[961, 935, 883, 913];[-83927, -87902, -84605, -83105];[-80992, -83302, -81492, -80233];[];[];[447, 356, 407, 555];[20, 24, 20, 24]
1623422770535032515;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 935, 887, 909];[-83875, -86313, -83542, -83240];[-80843, -82921, -80851, -80540];[];[];[426, 411, 550, 528];[20, 24, 24, 24]
1623422770583343779;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 937, 886, 912];[-83275, -85974, -83486, -83319];[-80355, -82624, -81046, -80320];[];[];[549, 346, 609, 551];[24, 20, 28, 24]
1623422770634005109;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 937, 886, 910];[-83866, -86296, -82953, -82515];[-81038, -82757, -80691, -80320];[];[];[579, 409, 574, 578];[28, 24, 24, 24]
1623422770684709061;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 935, 889, 910];[-83118, -86068, -83038, -82949];[-80427, -82582, -80776, -80536];[];[];[469, 409, 489, 554];[20, 24, 20, 24]
1623422770733169640;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 937, 889, 912];[-84602, -86100, -83387, -83630];[-81147, -82807, -80675, -80741];[];[];[406, 410, 550, 531];[20, 24, 24, 24]
1623422770783684824;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[955, 937, 891, 912];[-83488, -86077, -84725, -83793];[-80683, -82624, -81502, -80641];[];[];[550, 470, 480, 524];[24, 28, 24, 24]
1623422770831757686;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 938, 891, 911];[-84118, -86413, -84537, -83465];[-80871, -83005, -81198, -81025];[];[];[422, 349, 455, 534];[20, 20, 24, 24]
1623422770882624136;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 938, 890, 912];[-83341, -85835, -84187, -83435];[-80630, -82576, -81220, -80656];[];[];[547, 364, 505, 603];[24, 20, 24, 28]
1623422770933599910;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 938, 892, 912];[-84119, -86449, -83531, -83112];[-80984, -82985, -80951, -80474];[];[];[426, 326, 462, 552];[20, 20, 20, 24]
1623422770982551490;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 938, 889, 911];[-83681, -86320, -83803, -82477];[-80803, -82870, -80867, -80366];[];[];[450, 404, 499, 576];[20, 24, 24, 24]
1623422771032592301;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 942, 889, 911];[-83383, -84580, -83056, -83325];[-80633, -82068, -80540, -80525];[];[];[525, 483, 467, 524];[24, 24, 20, 24]
1623422771083587131;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 940, 889, 908];[-83686, -87052, -82765, -83343];[-80710, -83316, -80243, -80622];[];[];[551, 356, 576, 555];[24, 24, 24, 24]
1623422771132607847;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 937, 889, 911];[-83477, -86972, -82844, -83126];[-80555, -83372, -80675, -80387];[];[];[554, 358, 553, 551];[24, 24, 24, 24]
1623422771182605834;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 937, 886, 909];[-83123, -86441, -83064, -82581];[-80485, -82870, -80972, -80355];[];[];[554, 344, 551, 577];[24, 20, 24, 24]
1623422771233668652;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 937, 888, 912];[-83579, -86252, -83525, -82965];[-80664, -82801, -81033, -80588];[];[];[551, 406, 551, 642];[24, 24, 24, 28]
1623422771282731904;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 939, 889, 907];[-83375, -85790, -83671, -83977];[-80588, -82576, -80992, -80947];[];[];[530, 405, 609, 555];[24, 24, 28, 28]
1623422771332678513;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 940, 886, 912];[-83866, -86934, -83433, -83229];[-80976, -83380, -80725, -80398];[];[];[422, 309, 530, 553];[20, 20, 24, 24]
1623422771383640879;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[956, 939, 887, 912];[-83907, -86154, -83782, -83224];[-80784, -82998, -81383, -80668];[];[];[404, 383, 504, 637];[20, 24, 24, 28]
1623422771432673717;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[956, 938, 887, 912];[-83585, -86380, -82787, -83080];[-80656, -82844, -80507, -80780];[];[];[611, 346, 486, 636];[28, 20, 20, 28]
1623422771482709464;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 937, 887, 912];[-83801, -86189, -82494, -83793];[-80923, -82763, -80337, -80706];[];[];[502, 345, 576, 509];[24, 20, 24, 24]
1623422771533759026;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[961, 937, 887, 912];[-83015, -86363, -82493, -82863];[-80348, -82959, -80348, -80481];[];[];[467, 409, 484, 551];[20, 24, 20, 24]
1623422771582639512;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 937, 885, 911];[-84072, -86241, -82664, -83060];[-80871, -83037, -80434, -80525];[];[];[425, 322, 573, 639];[20, 20, 24, 28]
1623422771632808625;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[956, 936, 888, 912];[-83123, -87590, -82457, -82943];[-80557, -83295, -80448, -80219];[];[];[468, 362, 502, 641];[20, 24, 20, 28]
1623422771683710722;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 936, 886, 914];[-83958, -85963, -82852, -83525];[-81207, -82782, -80369, -80799];[];[];[504, 409, 574, 526];[24, 24, 24, 24]
1623422771732643955;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 938, 887, 909];[-83133, -86002, -82767, -83996];[-80419, -82921, -80799, -80939];[];[];[551, 347, 463, 485];[24, 20, 20, 24]
1623422771782667088;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 939, 886, 912];[-83139, -85896, -83723, -83253];[-80581, -82594, -81321, -80737];[];[];[486, 342, 524, 552];[20, 20, 24, 24]
1623422771831753839;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[956, 941, 886, 911];[-83213, -85470, -82928, -83248];[-80518, -82523, -80811, -80592];[];[];[463, 365, 550, 530];[20, 20, 24, 24]
1623422771882607295;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 938, 886, 911];[-82891, -87058, -83241, -83677];[-80416, -83178, -80626, -80607];[];[];[487, 361, 551, 585];[20, 24, 24, 28]
1623422771932673427;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 937, 887, 912];[-83263, -86427, -83311, -82925];[-80514, -82870, -80988, -80529];[];[];[552, 322, 605, 554];[24, 20, 28, 24]
1623422771983652518;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[960, 938, 886, 912];[-84146, -86896, -82358, -82934];[-81063, -83051, -80352, -80391];[];[];[401, 358, 573, 552];[20, 24, 24, 24]
1623422772032737448;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 939, 886, 907];[-83366, -86902, -82286, -83959];[-80656, -83178, -80380, -81042];[];[];[555, 304, 485, 481];[24, 20, 20, 24]
1623422772082755826;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 938, 886, 909];[-83872, -86223, -82855, -83313];[-80835, -82819, -80799, -80518];[];[];[502, 344, 548, 551];[24, 20, 24, 24]
1623422772133642342;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 939, 889, 911];[-83355, -85936, -83236, -82740];[-80787, -82776, -80733, -80151];[];[];[524, 414, 444, 484];[24, 24, 20, 20]
1623422772182742782;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 939, 885, 909];[-83889, -86578, -83452, -82820];[-81004, -83070, -80618, -80348];[];[];[506, 303, 552, 551];[24, 20, 24, 24]
1623422772232686530;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 936, 885, 911];[-83191, -85541, -83783, -82891];[-80694, -82351, -80887, -80412];[];[];[549, 409, 424, 550];[24, 24, 20, 24]
1623422772283652631;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 938, 885, 909];[-83294, -86678, -82786, -83394];[-80668, -83171, -80401, -80499];[];[];[528, 327, 463, 586];[24, 20, 20, 28]
1623422772332678115;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 937, 886, 909];[-83978, -86308, -82387, -83289];[-80618, -83011, -80083, -81063];[];[];[446, 408, 599, 503];[20, 24, 24, 24]
1623422772382615008;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 935, 885, 910];[-83286, -86103, -82863, -83068];[-80437, -82794, -80398, -80510];[];[];[573, 344, 464, 550];[24, 20, 20, 24]
1623422772433699577;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 939, 889, 911];[-83193, -85714, -83395, -83574];[-80488, -82570, -80706, -80947];[];[];[550, 406, 528, 528];[24, 24, 24, 24]
1623422772481744694;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 937, 889, 911];[-83788, -86067, -85151, -83031];[-80618, -82552, -81647, -80198];[];[];[550, 407, 388, 553];[24, 24, 20, 24]
1623422772533310178;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 939, 886, 910];[-83413, -86024, -85238, -82600];[-80768, -82933, -81838, -80316];[];[];[442, 347, 479, 641];[20, 20, 24, 28]
1623422772583729815;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 937, 889, 912];[-84300, -86852, -84329, -83063];[-80980, -83177, -81848, -80791];[];[];[504, 381, 504, 528];[24, 24, 24, 24]
1623422772632692758;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 937, 891, 911];[-83276, -85798, -83894, -82876];[-80660, -82813, -81548, -80544];[];[];[549, 363, 502, 669];[24, 20, 24, 28]
1623422772682623743;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 939, 889, 912];[-82998, -86107, -84495, -83804];[-80555, -83011, -81548, -80871];[];[];[551, 405, 480, 507];[24, 24, 24, 24]
1623422772733644277;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[958, 938, 889, 910];[-83157, -85637, -83884, -84007];[-80668, -82801, -81259, -80819];[];[];[463, 430, 528, 556];[20, 24, 24, 28]
1623422772782648999;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[960, 938, 887, 912];[-83159, -86211, -82663, -82759];[-80525, -82770, -80795, -80352];[];[];[381, 323, 578, 552];[16, 20, 24, 24]
1623422772832661162;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[956, 936, 885, 909];[-83551, -86348, -83563, -83196];[-80733, -83018, -81207, -80725];[];[];[448, 381, 447, 553];[20, 24, 20, 24]
1623422772883683029;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[957, 935, 886, 910];[-83624, -86848, -82658, -83587];[-80717, -83024, -80566, -80748];[];[];[446, 384, 573, 508];[20, 24, 24, 24]
1623422772932676569;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 935, 885, 909];[-83300, -87883, -82751, -83899];[-80391, -83380, -80585, -80831];[];[];[462, 307, 485, 501];[20, 20, 20, 24]
1623422772982792676;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[959, 936, 888, 912];[-83437, -87069, -82523, -83134];[-80603, -83031, -80366, -80544];[];[];[463, 303, 485, 554];[20, 20, 20, 24]
