timestamp;range_ok;range_mes;first_peak_pwr;rx_pwr;cir_layout;cir;max_noise;std_noise
1623423354954446026;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1644, 250, 893, 1724];[-98613, -82783, -81366, -92328];[-90207, -78875, -79574, -84062];[];[];[364, 803, 670, 362];[24, 32, 28, 24]
1623423355005489118;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1585, 249, 897, 1723];[-107549, -82662, -80756, -93140];[-91997, -78571, -79116, -84029];[];[];[364, 892, 728, 415];[24, 36, 28, 28]
1623423355054516278;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1516, 250, 897, 1726];[-98139, -82601, -81307, -93949];[-90253, -78580, -79548, -84297];[];[];[365, 770, 577, 359];[24, 32, 24, 24]
1623423355102489346;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1584, 248, 889, 1724];[-99212, -82564, -81535, -94034];[-90275, -78594, -79386, -83966];[];[];[417, 860, 599, 357];[28, 36, 24, 24]
1623423355153530206;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1584, 251, 897, 1725];[-99701, -83140, -81020, -94882];[-90207, -78990, -79383, -84586];[];[];[418, 650, 666, 303];[28, 28, 28, 20]
1623423355204541574;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1652, 248, 890, 1726];[-98399, -82812, -81309, -94124];[-90744, -78611, -79369, -84430];[];[];[424, 859, 724, 360];[28, 36, 28, 24]
1623423355254495478;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1622, 250, 892, 1727];[-107929, -82800, -81789, -93919];[-91702, -78668, -79649, -83933];[];[];[363, 819, 600, 358];[24, 36, 24, 24]
1623423355303530082;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1642, 249, 889, 1726];[-99640, -82789, -81025, -94165];[-90309, -78719, -79386, -83998];[];[];[362, 731, 697, 305];[24, 32, 28, 20]
1623423355354486389;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1638, 247, 893, 1725];[-108071, -82858, -81147, -94458];[-90140, -78644, -79443, -84605];[];[];[359, 854, 604, 358];[24, 36, 24, 24]
1623423355404517728;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1584, 250, 894, 1724];[-107255, -82641, -80925, -93779];[-89610, -78692, -79358, -83981];[];[];[361, 854, 725, 361];[24, 36, 28, 24]
1623423355458259903;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1613, 252, 897, 1723];[-100608, -83257, -80775, -92320];[-90074, -79071, -79203, -83997];[];[];[417, 857, 626, 306];[28, 36, 24, 20]
1623423355504595806;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1646, 250, 895, 1725];[-101517, -82897, -80936, -93394];[-91707, -78895, -79246, -84341];[];[];[360, 856, 577, 362];[24, 36, 24, 24]
1623423355554477030;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1648, 248, 893, 1724];[-98864, -82728, -80992, -93799];[-91264, -78637, -79332, -84073];[];[];[414, 859, 666, 359];[28, 36, 28, 24]
1623423355605465400;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1583, 251, 892, 1727];[-99010, -82686, -81746, -92379];[-90074, -78805, -79628, -83933];[];[];[417, 856, 667, 307];[28, 36, 28, 20]
1623423355654428721;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1616, 252, 889, 1724];[-108073, -82961, -81664, -93548];[-90389, -79103, -79409, -84170];[];[];[363, 735, 602, 362];[24, 32, 24, 24]
1623423355704528324;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1646, 250, 892, 1727];[-101281, -83446, -81482, -94310];[-91060, -79048, -79560, -84149];[];[];[361, 704, 692, 362];[24, 32, 28, 24]
1623423355755500622;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1654, 250, 891, 1724];[-107930, -83120, -80957, -92662];[-90279, -79014, -79249, -84015];[];[];[362, 649, 626, 359];[24, 28, 24, 24]
1623423355803471057;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1575, 249, 891, 1724];[-99698, -82419, -81498, -94756];[-89832, -78736, -79414, -84596];[];[];[362, 766, 666, 416];[24, 32, 28, 28]
1623423355854432919;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1653, 251, 891, 1726];[-106984, -83125, -81730, -92896];[-91570, -79019, -79489, -83941];[];[];[365, 819, 695, 359];[24, 36, 28, 24]
1623423355903476855;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1651, 250, 894, 1727];[-105902, -83027, -81729, -94035];[-92880, -78815, -79655, -84090];[];[];[416, 769, 759, 362];[28, 32, 32, 24]
1623423355954474852;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1646, 249, 897, 1726];[-102472, -82831, -80827, -93114];[-89779, -78860, -79241, -84269];[];[];[362, 821, 576, 362];[24, 36, 24, 24]
1623423356004498747;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1650, 252, 889, 1725];[-107839, -82678, -81141, -94117];[-90414, -78903, -79383, -84493];[];[];[365, 854, 667, 360];[24, 36, 28, 24]
1623423356055391429;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1651, 250, 891, 1725];[-107830, -83349, -81280, -94669];[-90668, -79079, -79291, -84420];[];[];[363, 739, 699, 357];[24, 32, 28, 24]
1623423356105509718;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1554, 249, 890, 1726];[-99736, -82869, -81623, -93331];[-89815, -78830, -79417, -84128];[];[];[417, 854, 721, 306];[28, 36, 28, 20]
1623423356154749755;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1587, 251, 890, 1723];[-98148, -83052, -81471, -94445];[-89821, -78827, -79583, -84586];[];[];[418, 738, 698, 306];[28, 32, 28, 20]
1623423356205752113;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1647, 250, 892, 1725];[-107926, -82870, -81032, -93097];[-92160, -78941, -79219, -84808];[];[];[310, 854, 625, 356];[20, 36, 24, 24]
1623423356253787033;['FAIL', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[0, 249, 898, 1726];[0, -82859, -81440, -93183];[0, -78680, -79664, -84048];[];[];[0, 737, 665, 359];[0, 32, 28, 24]
1623423356304859468;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1648, 249, 890, 1725];[-99295, -82870, -81545, -92711];[-90485, -78726, -79366, -84254];[];[];[417, 677, 601, 306];[28, 28, 24, 20]
1623423356352520867;['FAIL', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[0, 247, 893, 1723];[0, -82668, -81081, -94327];[0, -78585, -79316, -84411];[];[];[0, 891, 723, 361];[0, 36, 28, 24]
1623423356405422784;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1589, 249, 895, 1723];[-101247, -82759, -80428, -93051];[-89581, -78817, -78926, -84237];[];[];[366, 801, 529, 414];[24, 32, 20, 28]
1623423356456736781;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1647, 252, 897, 1723];[-99115, -83373, -80931, -94477];[-92471, -78951, -79318, -84287];[];[];[365, 821, 695, 363];[24, 36, 28, 24]
1623423356505541862;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1551, 250, 893, 1724];[-107193, -83531, -81279, -94011];[-90074, -79029, -79316, -84191];[];[];[367, 869, 629, 360];[24, 40, 24, 24]
1623423356553483751;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1591, 249, 892, 1722];[-99478, -83250, -80663, -95285];[-91357, -78880, -79200, -84742];[];[];[361, 819, 622, 361];[24, 36, 24, 24]
1623423356604523856;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1581, 247, 891, 1725];[-99248, -82631, -81511, -94457];[-89946, -78644, -79560, -84448];[];[];[468, 896, 791, 364];[32, 36, 32, 24]
1623423356655487971;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1638, 250, 893, 1727];[-107816, -82838, -81755, -94914];[-90010, -78695, -79667, -84558];[];[];[358, 732, 666, 360];[24, 32, 28, 24]
1623423356704502164;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1646, 249, 894, 1724];[-99970, -82673, -81332, -93604];[-89946, -78802, -79558, -84358];[];[];[417, 770, 666, 307];[28, 32, 28, 20]
1623423356754486397;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1653, 250, 897, 1723];[-98932, -82693, -81583, -95212];[-89581, -78783, -79667, -85356];[];[];[414, 801, 667, 358];[28, 32, 28, 24]
1623423356805435116;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1651, 248, 897, 1721];[-98605, -82494, -81070, -95023];[-90074, -78507, -79372, -84549];[];[];[363, 856, 506, 358];[24, 36, 20, 24]
1623423356854421018;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1641, 249, 894, 1726];[-108114, -83063, -80525, -92859];[-92098, -78795, -79016, -84596];[];[];[366, 821, 700, 359];[24, 36, 28, 24]
1623423356904488083;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1562, 250, 891, 1724];[-98760, -82860, -80915, -94272];[-90414, -78822, -79181, -84749];[];[];[415, 853, 823, 414];[28, 36, 32, 28]
1623423356953577347;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1622, 250, 893, 1723];[-99382, -82670, -80603, -93292];[-90426, -78822, -79106, -84023];[];[];[362, 767, 724, 360];[24, 32, 28, 24]
1623423357004491555;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1618, 249, 890, 1725];[-107301, -82991, -81642, -93540];[-89839, -78946, -79455, -84624];[];[];[414, 735, 700, 413];[28, 32, 28, 28]
1623423357057387339;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1584, 250, 892, 1725];[-107236, -82628, -81254, -93899];[-90010, -78820, -79440, -84174];[];[];[361, 764, 626, 359];[24, 32, 24, 24]
1623423357103531309;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1580, 250, 892, 1725];[-99708, -83299, -81474, -93801];[-90309, -78931, -79524, -84209];[];[];[419, 822, 576, 361];[28, 36, 24, 24]
1623423357153593600;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1650, 250, 891, 1724];[-99683, -82714, -81001, -95443];[-90521, -78768, -79053, -84648];[];[];[365, 766, 723, 360];[24, 32, 28, 24]
1623423357202614300;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1583, 249, 891, 1726];[-100657, -82920, -81779, -93354];[-90423, -78875, -79446, -84749];[];[];[361, 765, 669, 413];[24, 32, 28, 28]
1623423357253574130;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1649, 250, 894, 1726];[-100074, -82934, -81140, -92996];[-90706, -78888, -79338, -84209];[];[];[364, 770, 722, 363];[24, 32, 28, 24]
1623423357304635771;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1651, 247, 894, 1721];[-98473, -82609, -80793, -94182];[-89900, -78644, -79266, -83974];[];[];[471, 798, 599, 359];[32, 32, 24, 24]
1623423357352542802;['FAIL', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[0, 249, 893, 1727];[0, -82815, -81531, -94111];[0, -78898, -79676, -84592];[];[];[0, 820, 758, 362];[0, 36, 32, 24]
1623423357403858774;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1611, 250, 895, 1724];[-100376, -82672, -80638, -93759];[-91802, -78756, -79279, -84808];[];[];[415, 675, 628, 307];[28, 28, 24, 20]
1623423357453487117;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1646, 251, 892, 1723];[-99576, -82527, -80655, -94482];[-90668, -78832, -79146, -84358];[];[];[362, 853, 719, 307];[24, 36, 28, 20]
1623423357504502189;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1583, 248, 892, 1724];[-108580, -82630, -81261, -93997];[-89869, -78685, -79352, -84166];[];[];[367, 767, 626, 361];[24, 32, 24, 24]
1623423357553515184;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1653, 248, 891, 1725];[-99464, -82739, -80814, -94371];[-90275, -78644, -79249, -84568];[];[];[413, 857, 626, 362];[28, 36, 24, 24]
1623423357603417913;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1609, 250, 890, 1726];[-108910, -82781, -81247, -94629];[-91947, -78731, -79625, -84596];[];[];[363, 857, 667, 312];[24, 36, 28, 20]
1623423357654537912;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1583, 250, 893, 1724];[-100326, -82815, -81343, -94228];[-92254, -78805, -79557, -84056];[];[];[417, 853, 786, 359];[28, 36, 32, 24]
1623423357705554286;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1650, 248, 898, 1726];[-107933, -82580, -80697, -93839];[-90309, -78618, -79021, -84209];[];[];[365, 856, 624, 358];[24, 36, 24, 24]
1623423357753503341;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1648, 249, 892, 1723];[-100483, -83066, -81097, -94365];[-92019, -78954, -79277, -84615];[];[];[470, 733, 624, 414];[32, 32, 24, 28]
1623423357804479834;['FAIL', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[0, 251, 895, 1722];[0, -82870, -81321, -93772];[0, -78768, -79478, -83790];[];[];[0, 680, 666, 358];[0, 28, 28, 24]
1623423357855458377;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1648, 248, 892, 1725];[-107219, -82575, -80566, -94125];[-92282, -78597, -79037, -84191];[];[];[364, 855, 719, 414];[24, 36, 28, 28]
1623423357904680462;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1654, 251, 893, 1724];[-98794, -83553, -81349, -93561];[-90614, -79024, -79551, -85289];[];[];[360, 703, 603, 362];[24, 32, 24, 24]
1623423357954554340;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1649, 249, 896, 1725];[-108774, -82853, -80682, -92748];[-90344, -78685, -79194, -84252];[];[];[360, 824, 623, 359];[24, 36, 24, 24]
1623423358005463050;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1582, 248, 891, 1724];[-98831, -82558, -81117, -95891];[-90344, -78542, -79154, -86141];[];[];[362, 796, 722, 360];[24, 32, 28, 24]
1623423358054539218;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1620, 248, 891, 1725];[-106935, -82870, -81842, -92443];[-90344, -78671, -79713, -84098];[];[];[363, 736, 582, 361];[24, 32, 24, 24]
1623423358104871119;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1645, 250, 892, 1724];[-99485, -82667, -81534, -94686];[-90275, -78724, -79583, -84306];[];[];[417, 734, 578, 358];[28, 32, 24, 24]
1623423358155852341;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1652, 250, 896, 1725];[-106315, -83115, -81153, -94795];[-90140, -79029, -79360, -84838];[];[];[363, 821, 755, 361];[24, 36, 32, 24]
1623423358203430275;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1546, 251, 891, 1725];[-99282, -83508, -81227, -93284];[-92361, -79003, -79363, -84040];[];[];[361, 738, 695, 361];[24, 32, 28, 24]
1623423358254533866;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1589, 248, 897, 1725];[-99770, -82460, -81015, -94105];[-90025, -78491, -79335, -84103];[];[];[415, 856, 694, 362];[28, 36, 28, 24]
1623423358305458050;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1636, 250, 893, 1730];[-98960, -82859, -80776, -95321];[-90042, -78883, -79208, -85527];[];[];[363, 772, 530, 308];[24, 32, 20, 20]
1623423358354537889;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1611, 250, 891, 1725];[-100110, -83062, -80703, -94189];[-90207, -78911, -79084, -83973];[];[];[473, 765, 729, 363];[32, 32, 28, 24]
1623423358404481035;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1583, 250, 894, 1726];[-107976, -82745, -81125, -93432];[-91968, -78695, -79377, -84166];[];[];[363, 859, 623, 358];[24, 36, 24, 24]
1623423358452522491;['FAIL', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[0, 247, 893, 1726];[0, -82633, -81244, -94436];[0, -78644, -79392, -84558];[];[];[0, 857, 697, 411];[0, 36, 28, 28]
1623423358503575391;['FAIL', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[0, 248, 894, 1724];[0, -82764, -81323, -93791];[0, -78666, -79484, -84095];[];[];[0, 820, 699, 362];[0, 36, 28, 24]
1623423358555260727;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1614, 250, 892, 1727];[-108309, -82667, -80744, -93605];[-90140, -78625, -79135, -83974];[];[];[364, 896, 820, 362];[24, 36, 32, 24]
1623423358607284720;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1646, 250, 896, 1726];[-109127, -82510, -80842, -92632];[-89914, -78788, -79124, -83965];[];[];[309, 853, 723, 415];[20, 36, 28, 28]
1623423358655254530;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1581, 251, 897, 1726];[-100134, -83331, -80772, -93441];[-90367, -79111, -79363, -84023];[];[];[365, 856, 527, 360];[24, 36, 20, 24]
1623423358704451990;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1644, 247, 895, 1723];[-108582, -82715, -80538, -93816];[-90140, -78632, -78951, -83877];[];[];[361, 858, 694, 360];[24, 36, 28, 24]
1623423358755434766;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1627, 249, 893, 1726];[-98623, -83090, -80648, -92984];[-90821, -78795, -79181, -84078];[];[];[364, 814, 625, 362];[24, 36, 24, 24]
1623423358804487160;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1583, 250, 892, 1725];[-100088, -82747, -81232, -93921];[-90485, -78795, -79446, -83933];[];[];[366, 763, 788, 360];[24, 32, 32, 24]
1623423358854430701;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1607, 248, 896, 1723];[-99925, -82969, -80795, -93905];[-90220, -78957, -79186, -84115];[];[];[414, 766, 624, 307];[28, 32, 24, 20]
1623423358905452155;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1565, 247, 890, 1726];[-107497, -83084, -80940, -93328];[-92392, -78788, -79227, -84064];[];[];[364, 815, 727, 362];[24, 36, 28, 24]
1623423358953409472;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1629, 249, 895, 1722];[-99412, -83321, -80661, -92683];[-90449, -79048, -79116, -84013];[];[];[417, 824, 623, 312];[28, 36, 24, 20]
1623423359004740449;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1592, 252, 891, 1726];[-99688, -82666, -81327, -93166];[-90704, -78850, -79604, -83917];[];[];[420, 854, 694, 416];[28, 36, 28, 28]
1623423359053522932;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1576, 250, 891, 1726];[-100014, -82695, -81439, -94260];[-91947, -78663, -79389, -84306];[];[];[417, 893, 697, 361];[28, 36, 28, 24]
1623423359104456892;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1639, 250, 897, 1727];[-101157, -82464, -81210, -93941];[-91918, -78724, -79495, -84624];[];[];[416, 853, 577, 359];[28, 36, 24, 24]
1623423359154447046;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1599, 249, 897, 1725];[-99793, -82864, -80828, -93210];[-89869, -78721, -79173, -84691];[];[];[417, 857, 725, 363];[28, 36, 28, 24]
1623423359205962751;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1620, 247, 891, 1721];[-101729, -82801, -80631, -94532];[-91723, -78651, -79069, -83990];[];[];[414, 767, 625, 306];[28, 32, 24, 20]
1623423359253941489;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1631, 249, 895, 1724];[-99805, -82727, -81544, -93994];[-90379, -78589, -79692, -84029];[];[];[417, 677, 578, 307];[28, 28, 24, 20]
1623423359304475994;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1612, 247, 894, 1725];[-100418, -83060, -80567, -93398];[-92070, -78746, -79082, -84376];[];[];[364, 738, 625, 361];[24, 32, 24, 24]
1623423359353459292;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1602, 250, 897, 1725];[-100236, -82923, -80475, -93591];[-92282, -78905, -78982, -84157];[];[];[416, 860, 624, 359];[28, 36, 24, 24]
1623423359403522543;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1612, 249, 895, 1727];[-99622, -83553, -80702, -93767];[-92201, -79066, -79167, -84029];[];[];[416, 733, 721, 362];[28, 32, 28, 24]
1623423359454473320;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1588, 250, 891, 1724];[-99539, -82656, -81568, -92923];[-90101, -78820, -79554, -83644];[];[];[412, 859, 665, 416];[28, 36, 28, 28]
1623423359503447884;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1621, 250, 897, 1725];[-106323, -83371, -81114, -94549];[-90352, -79003, -79372, -84574];[];[];[362, 821, 693, 354];[24, 36, 28, 24]
1623423359553454990;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1579, 250, 895, 1726];[-108489, -83424, -81794, -93325];[-90275, -78918, -79725, -84149];[];[];[309, 735, 667, 305];[20, 32, 28, 20]
1623423359604514173;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1580, 250, 897, 1724];[-99173, -82959, -80962, -94200];[-90042, -78731, -79324, -85574];[];[];[420, 859, 576, 362];[28, 36, 24, 24]
1623423359655490977;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1645, 251, 894, 1725];[-98513, -83259, -81290, -94695];[-90860, -78998, -79583, -84672];[];[];[362, 822, 667, 364];[24, 36, 28, 24]
1623423359703437509;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1644, 253, 897, 1726];[-99237, -82652, -80696, -93882];[-92070, -78898, -79189, -84166];[];[];[362, 858, 723, 358];[24, 36, 28, 24]
1623423359754838791;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1581, 248, 897, 1722];[-98176, -82642, -80616, -93763];[-91570, -78540, -79130, -83854];[];[];[359, 797, 621, 360];[24, 32, 24, 24]
