timestamp;range_ok;range_mes;first_peak_pwr;rx_pwr;cir_layout;cir;max_noise;std_noise
1623423168871066451;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1802, 451, 361, 1776];[-88514, -80444, -81391, -91138];[-84341, -78847, -78827, -86780];[];[];[410, 937, 1176, 365];[28, 36, 48, 24]
1623423168919569385;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1801, 452, 358, 1781];[-87935, -81225, -82515, -90992];[-84332, -79386, -79429, -87359];[];[];[418, 861, 1041, 364];[28, 36, 44, 24]
1623423168969995735;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1799, 451, 357, 1781];[-87741, -80605, -81237, -91756];[-84170, -78773, -78931, -87017];[];[];[414, 1233, 1029, 359];[28, 48, 40, 24]
1623423169020984914;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 451, 356, 1769];[-87438, -81013, -82383, -92257];[-84120, -79417, -79440, -86968];[];[];[359, 800, 1170, 364];[24, 32, 52, 24]
1623423169069553531;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1802, 454, 354, 1775];[-87107, -81055, -81330, -89961];[-83981, -78880, -78850, -86181];[];[];[362, 1227, 1030, 470];[24, 48, 40, 32]
1623423169119963450;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 449, 359, 1770];[-87407, -80875, -81619, -90938];[-84136, -79299, -79008, -86684];[];[];[307, 1091, 1080, 363];[20, 44, 44, 24]
1623423169171113312;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1805, 452, 359, 1775];[-87627, -81057, -81654, -90596];[-84111, -79037, -79040, -86074];[];[];[360, 1027, 986, 415];[24, 40, 40, 28]
1623423169222144136;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1801, 452, 359, 1775];[-86985, -81055, -81299, -91871];[-83731, -79146, -78911, -86792];[];[];[385, 1184, 947, 414];[24, 48, 40, 28]
1623423169269969864;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 451, 357, 1774];[-87314, -80958, -82624, -90819];[-84170, -79304, -79392, -87130];[];[];[362, 953, 1040, 365];[24, 40, 44, 24]
1623423169321459801;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1802, 452, 359, 1775];[-87322, -80778, -81810, -91146];[-84289, -78817, -79042, -87202];[];[];[361, 1131, 949, 362];[24, 44, 40, 24]
1623423169369550860;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1801, 451, 356, 1774];[-88361, -80392, -81966, -91588];[-84501, -78840, -79346, -87017];[];[];[362, 1133, 1000, 364];[24, 44, 44, 24]
1623423169420377137;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1799, 451, 357, 1776];[-88337, -80902, -81581, -90188];[-84528, -79363, -78845, -86527];[];[];[423, 932, 1030, 419];[28, 36, 40, 28]
1623423169471109676;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1800, 451, 357, 1772];[-88647, -81003, -82049, -91013];[-84394, -79327, -79211, -86826];[];[];[363, 990, 1047, 362];[24, 40, 44, 24]
1623423169519638272;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1802, 451, 359, 1777];[-87510, -80578, -81815, -90830];[-83981, -79006, -79100, -86903];[];[];[365, 1129, 1039, 364];[24, 44, 44, 24]
1623423169569997986;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1804, 452, 356, 1777];[-87191, -80837, -81719, -93117];[-83909, -78840, -78898, -87449];[];[];[417, 1278, 1227, 363];[28, 52, 48, 24]
1623423169621000225;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1804, 451, 360, 1772];[-87831, -80954, -81352, -92135];[-84393, -79460, -78898, -87377];[];[];[363, 837, 1037, 415];[24, 32, 44, 28]
1623423169669573939;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 452, 357, 1770];[-87536, -81822, -82123, -92780];[-84254, -79293, -78805, -87395];[];[];[364, 989, 985, 418];[24, 40, 40, 28]
1623423169719988184;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1801, 451, 357, 1765];[-87833, -80356, -82493, -93287];[-84411, -78724, -79489, -87475];[];[];[363, 1031, 1043, 418];[24, 40, 44, 28]
1623423169771028385;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1806, 451, 359, 1762];[-87287, -80804, -81184, -95280];[-83949, -79095, -78785, -87404];[];[];[305, 928, 1081, 416];[20, 36, 44, 28]
1623423169819661901;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1805, 451, 360, 1761];[-86699, -80458, -82195, -93140];[-83467, -78592, -78908, -87048];[];[];[441, 1234, 1085, 414];[28, 48, 44, 28]
1623423169870031355;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 451, 357, 1760];[-87299, -81053, -81960, -94009];[-84062, -79513, -79316, -87288];[];[];[360, 892, 951, 415];[24, 36, 40, 28]
1623423169921056738;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1802, 451, 359, 1760];[-87092, -80879, -81232, -92171];[-83925, -78850, -78758, -87064];[];[];[384, 1226, 1223, 365];[24, 48, 48, 24]
1623423169969603253;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 452, 359, 1764];[-87382, -81019, -81779, -91732];[-84046, -79293, -78860, -86730];[];[];[360, 1043, 1132, 416];[24, 44, 44, 28]
1623423170020021753;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1800, 451, 359, 1764];[-87238, -81138, -81375, -91981];[-83785, -79349, -78926, -86730];[];[];[415, 1044, 1083, 364];[28, 44, 44, 24]
1623423170071587606;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1801, 450, 358, 1761];[-87070, -80388, -82223, -91794];[-83785, -78726, -79071, -86639];[];[];[361, 1230, 1179, 364];[24, 48, 48, 24]
1623423170119700422;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1799, 451, 359, 1762];[-87372, -80580, -81519, -92016];[-83816, -79016, -78900, -86780];[];[];[307, 1127, 996, 470];[20, 44, 40, 32]
1623423170169996473;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 451, 358, 1765];[-87252, -81659, -82037, -90889];[-83597, -79318, -79291, -86549];[];[];[361, 1081, 998, 363];[24, 44, 44, 24]
1623423170218629441;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 453, 358, 1765];[-88497, -81356, -81690, -90935];[-84800, -79106, -78941, -86564];[];[];[360, 990, 993, 362];[24, 40, 40, 24]
1623423170272017460;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 453, 358, 1761];[-87274, -81378, -81493, -91071];[-83747, -79318, -78931, -86456];[];[];[360, 946, 1085, 417];[24, 40, 44, 28]
1623423170319916579;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1802, 448, 360, 1767];[-86423, -80425, -81210, -90985];[-83403, -78729, -78748, -86556];[];[];[388, 1331, 1123, 359];[24, 52, 44, 24]
1623423170371059772;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1805, 451, 357, 1767];[-87411, -81146, -82018, -91537];[-83925, -79249, -78977, -86715];[];[];[417, 860, 1136, 363];[28, 36, 48, 24]
1623423170419619530;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1807, 453, 357, 1764];[-87416, -80883, -81475, -92244];[-83878, -78893, -79021, -87083];[];[];[357, 1234, 947, 362];[24, 48, 40, 24]
1623423170470229166;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1805, 451, 357, 1760];[-87130, -80458, -82588, -91270];[-83839, -78875, -79335, -86719];[];[];[302, 1035, 958, 362];[20, 40, 40, 24]
1623423170521121257;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1805, 453, 358, 1761];[-87109, -81629, -81398, -91797];[-84070, -79216, -78847, -86855];[];[];[361, 954, 1089, 365];[24, 40, 44, 24]
1623423170569645641;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1802, 451, 360, 1763];[-86874, -80354, -81648, -92238];[-83792, -78668, -78959, -86984];[];[];[327, 1135, 947, 359];[20, 44, 40, 24]
1623423170620070106;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 452, 359, 1766];[-87416, -81086, -82083, -92575];[-83847, -79463, -78985, -86888];[];[];[360, 802, 1181, 361];[24, 32, 48, 24]
1623423170671010398;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1800, 451, 359, 1763];[-87210, -80830, -81953, -92184];[-83989, -79014, -79249, -86855];[];[];[363, 1090, 895, 368];[24, 44, 36, 24]
1623423170719615510;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 451, 359, 1760];[-87855, -80879, -81318, -92205];[-84029, -79208, -78852, -87083];[];[];[359, 862, 1080, 365];[24, 36, 44, 24]
1623423170770003301;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1802, 454, 355, 1768];[-87925, -81140, -82038, -92361];[-84306, -78911, -79119, -87066];[];[];[416, 1132, 1179, 359];[28, 44, 48, 24]
1623423170821025953;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1802, 450, 358, 1766];[-88235, -80510, -81120, -92050];[-84402, -78878, -78810, -87000];[];[];[419, 932, 988, 364];[28, 36, 40, 24]
1623423170869592865;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1800, 451, 359, 1762];[-88174, -81016, -83144, -92331];[-84429, -79222, -79676, -87113];[];[];[359, 833, 995, 363];[24, 32, 44, 24]
1623423170919954482;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1802, 451, 357, 1764];[-87562, -80492, -81636, -92298];[-84120, -78702, -79213, -87265];[];[];[413, 1229, 1182, 418];[28, 48, 48, 28]
1623423170971055555;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1800, 451, 360, 1765];[-87627, -80698, -81874, -91827];[-84029, -79016, -79184, -86505];[];[];[361, 1026, 1031, 415];[24, 40, 44, 28]
1623423171019622374;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 453, 358, 1767];[-87429, -81029, -83289, -92731];[-83989, -78990, -79787, -86919];[];[];[361, 1135, 1032, 364];[24, 44, 48, 24]
1623423171070007984;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1801, 451, 355, 1763];[-88119, -80789, -81653, -92805];[-84186, -79092, -79008, -87150];[];[];[303, 1087, 990, 416];[20, 44, 40, 28]
1623423171121075666;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 454, 360, 1766];[-88020, -81105, -81091, -91794];[-84810, -78972, -78738, -86659];[];[];[358, 1327, 1220, 308];[24, 52, 48, 20]
1623423171169644359;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1802, 450, 359, 1765];[-87609, -80476, -83034, -92386];[-84178, -78810, -79753, -87062];[];[];[359, 1133, 908, 415];[24, 44, 40, 28]
1623423171220104734;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1807, 451, 360, 1761];[-87084, -81044, -81187, -92679];[-83925, -79194, -78918, -86841];[];[];[357, 992, 987, 468];[24, 40, 40, 32]
1623423171271016854;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1804, 451, 359, 1765];[-87486, -80670, -82180, -93455];[-84103, -79014, -79053, -87214];[];[];[365, 1125, 1085, 415];[24, 44, 44, 28]
1623423171322047883;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1805, 451, 359, 1765];[-86893, -80569, -81521, -91816];[-83886, -78982, -79167, -87185];[];[];[358, 1037, 1084, 363];[24, 40, 44, 24]
1623423171369982465;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1805, 454, 360, 1765];[-86569, -81300, -81605, -91402];[-83664, -79016, -78964, -86903];[];[];[385, 1323, 1042, 365];[24, 52, 44, 24]
1623423171420956546;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1806, 452, 357, 1764];[-86604, -81068, -82373, -92411];[-83831, -79372, -79449, -86968];[];[];[442, 991, 1134, 359];[28, 40, 48, 24]
1623423171469027916;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1808, 453, 356, 1768];[-86456, -81184, -82021, -92219];[-83747, -79224, -79392, -87180];[];[];[408, 992, 950, 414];[24, 40, 40, 28]
1623423171520032154;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1805, 451, 358, 1765];[-86383, -80914, -82076, -91716];[-83671, -78967, -79318, -86919];[];[];[350, 1184, 993, 362];[20, 48, 44, 24]
1623423171571103391;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1806, 451, 359, 1764];[-86724, -81053, -82711, -90787];[-83949, -79222, -79341, -86333];[];[];[381, 1030, 999, 364];[24, 40, 44, 24]
1623423171619664671;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1805, 453, 356, 1767];[-86904, -80703, -81381, -90490];[-83816, -78746, -78993, -86344];[];[];[326, 1229, 932, 363];[20, 48, 36, 24]
1623423171670007502;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1805, 451, 356, 1766];[-87891, -80993, -82358, -90867];[-84714, -79420, -79460, -86615];[];[];[359, 992, 1041, 415];[24, 40, 44, 28]
1623423171720999163;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 451, 358, 1767];[-87254, -81093, -82235, -90582];[-83649, -78885, -79299, -86442];[];[];[385, 1276, 1042, 361];[24, 52, 44, 24]
1623423171769603209;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 450, 358, 1771];[-87598, -80358, -81280, -90834];[-84332, -78671, -78840, -86347];[];[];[361, 1037, 1075, 360];[24, 40, 44, 24]
1623423171820070943;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 451, 357, 1768];[-87135, -80902, -82069, -90993];[-83612, -79079, -79127, -86505];[];[];[385, 989, 1084, 366];[24, 40, 44, 24]
1623423171871514496;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1804, 450, 358, 1768];[-87136, -80399, -82106, -91160];[-83612, -78695, -79469, -86505];[];[];[305, 1231, 1041, 359];[20, 48, 44, 24]
1623423171919771065;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1802, 451, 359, 1768];[-87141, -80798, -81531, -91704];[-83762, -79203, -79189, -86624];[];[];[360, 901, 893, 362];[24, 36, 36, 24]
1623423171969977583;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 454, 359, 1763];[-87455, -81267, -82145, -92859];[-84038, -79069, -79021, -86951];[];[];[361, 1029, 1128, 413];[24, 40, 48, 28]
1623423172020997014;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1802, 451, 359, 1765];[-86960, -80726, -81210, -91759];[-83612, -79157, -78697, -86920];[];[];[361, 1031, 1234, 360];[24, 40, 48, 24]
1623423172069520135;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1801, 452, 358, 1764];[-87364, -80911, -81783, -92511];[-83901, -79050, -79235, -87431];[];[];[362, 1028, 1040, 416];[24, 40, 44, 28]
1623423172119962081;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1802, 451, 357, 1767];[-87606, -80874, -81738, -92370];[-83901, -79040, -78944, -87359];[];[];[359, 1041, 1085, 416];[24, 40, 44, 28]
1623423172171153869;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1804, 451, 358, 1765];[-86597, -80992, -81044, -92512];[-83403, -79130, -78768, -87033];[];[];[361, 1026, 1028, 359];[24, 40, 40, 24]
1623423172219643994;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1801, 451, 359, 1764];[-86624, -81013, -82377, -91798];[-83517, -78926, -79216, -86968];[];[];[361, 1229, 1038, 421];[24, 48, 44, 28]
1623423172270025065;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 451, 355, 1767];[-86882, -80462, -81290, -92220];[-83604, -78868, -78888, -87100];[];[];[360, 1232, 990, 360];[24, 48, 40, 24]
1623423172321009510;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1805, 453, 357, 1765];[-87188, -81222, -81393, -92015];[-83724, -78995, -78977, -87130];[];[];[310, 1231, 984, 420];[20, 48, 40, 28]
1623423172372012781;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 451, 358, 1762];[-87390, -80952, -82219, -92349];[-83862, -79146, -79098, -87017];[];[];[358, 1280, 1084, 361];[24, 52, 44, 24]
1623423172420012653;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1801, 452, 359, 1767];[-88282, -80967, -81563, -92413];[-84315, -79197, -79079, -87032];[];[];[418, 951, 894, 413];[28, 40, 36, 28]
1623423172471046739;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1804, 450, 358, 1766];[-87452, -80599, -81124, -93111];[-83862, -78802, -78770, -87395];[];[];[360, 1132, 1274, 361];[24, 44, 52, 24]
1623423172519627907;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 452, 358, 1768];[-87644, -80893, -82470, -91860];[-84090, -79310, -79271, -86935];[];[];[360, 1235, 1038, 360];[24, 48, 44, 24]
1623423172569990767;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1805, 453, 358, 1766];[-87499, -80927, -81426, -92211];[-83957, -79001, -79037, -87033];[];[];[414, 1031, 945, 361];[28, 40, 40, 24]
1623423172618674841;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 452, 359, 1765];[-87772, -80980, -82090, -91545];[-84103, -79274, -78949, -86935];[];[];[366, 1084, 988, 367];[24, 44, 40, 24]
1623423172669643758;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1806, 452, 359, 1766];[-87262, -80723, -81382, -92322];[-84007, -79114, -78855, -86594];[];[];[357, 934, 934, 367];[24, 36, 36, 24]
1623423172720412021;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1804, 454, 359, 1765];[-87294, -80885, -81457, -92973];[-84046, -78812, -78921, -87017];[];[];[359, 1229, 1221, 359];[24, 48, 52, 24]
1623423172768535691;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1801, 449, 359, 1764];[-87688, -80714, -82209, -92746];[-84095, -79071, -79008, -87083];[];[];[307, 1032, 949, 412];[20, 40, 40, 28]
1623423172819653145;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 452, 357, 1762];[-87691, -81332, -81587, -92382];[-84501, -79327, -78908, -87117];[];[];[305, 1086, 1032, 360];[20, 44, 40, 24]
1623423172870000691;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1804, 451, 358, 1766];[-87377, -80370, -81645, -91990];[-84170, -78707, -79227, -87100];[];[];[364, 1128, 767, 363];[24, 44, 32, 24]
1623423172921056164;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1807, 452, 360, 1766];[-87402, -81542, -81738, -92686];[-84111, -79111, -79066, -87377];[];[];[363, 1028, 1124, 418];[24, 40, 48, 28]
1623423172969608037;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1804, 452, 357, 1765];[-87327, -80702, -81397, -93189];[-84015, -78845, -78793, -87578];[];[];[306, 1332, 1131, 418];[20, 52, 44, 28]
1623423173020050634;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1805, 451, 360, 1764];[-87362, -80928, -82001, -93481];[-83933, -79233, -79358, -87306];[];[];[364, 952, 947, 362];[24, 40, 40, 24]
1623423173071088156;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 451, 357, 1764];[-87230, -80977, -81916, -92542];[-84070, -79055, -78883, -87271];[];[];[361, 1231, 1043, 361];[24, 48, 44, 24]
1623423173119624233;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 452, 358, 1766];[-87330, -80467, -81077, -92687];[-83974, -78830, -78840, -87368];[];[];[362, 1238, 1031, 364];[24, 48, 40, 24]
1623423173169973885;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 454, 360, 1765];[-87483, -80759, -82091, -92994];[-84178, -79069, -79019, -87395];[];[];[361, 1135, 1082, 364];[24, 44, 44, 24]
1623423173221019454;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1804, 451, 359, 1765];[-87345, -80542, -82539, -92268];[-84021, -78926, -79458, -87050];[];[];[361, 1135, 1043, 311];[24, 44, 44, 20]
1623423173269564358;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1806, 451, 357, 1768];[-87259, -80933, -81825, -92397];[-84106, -79369, -79321, -86983];[];[];[361, 1033, 1127, 421];[24, 40, 48, 28]
1623423173319967620;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1804, 451, 360, 1766];[-86868, -80932, -81668, -93069];[-83854, -78812, -79119, -87000];[];[];[386, 1327, 1169, 357];[24, 52, 48, 24]
1623423173371097078;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1806, 451, 359, 1765];[-87023, -81037, -82050, -93446];[-83965, -79423, -78951, -87485];[];[];[362, 891, 1270, 413];[24, 36, 52, 28]
1623423173422629733;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1805, 452, 359, 1768];[-87002, -81956, -81099, -92007];[-84056, -79216, -78868, -87449];[];[];[361, 857, 990, 415];[24, 36, 40, 28]
1623423173470034536;['SUCCESS', 'SUCCESS', 'SUCCESS', 'SUCCESS'];[1803, 451, 357, 1767];[-86617, -80896, -82389, -92245];[-83796, -79132, -79211, -87377];[];[];[383, 1089, 1125, 419];[24, 44, 48, 28]
